source_session_id,source_file,source_device,target_activity,y_14,fall_binary,y_binary,start_timestamp,end_timestamp,window_index,split
SESSION_20260831_130655_4D60,SESSION_20260831_130655_4D60_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161820948,1788161822885,6,TRAIN
SESSION_20260831_130655_4D60,SESSION_20260831_130655_4D60_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161821908,1788161823864,7,TRAIN
SESSION_20260831_130655_4D60,SESSION_20260831_130655_4D60_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161822913,1788161824868,8,TRAIN
SESSION_20260831_130655_4D60,SESSION_20260831_130655_4D60_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161823883,1788161825860,9,TRAIN
SESSION_20260831_130655_4D60,SESSION_20260831_130655_4D60_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161824881,1788161826858,10,TRAIN
SESSION_20260831_130655_4D60,SESSION_20260831_130655_4D60_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161825885,1788161827822,11,TRAIN
SESSION_20260831_130655_4D60,SESSION_20260831_130655_4D60_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161826878,1788161828816,12,TRAIN
SESSION_20260831_130655_4D60,SESSION_20260831_130655_4D60_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161827838,1788161829371,13,TRAIN
SESSION_20260831_130655_4D60,SESSION_20260831_130655_4D60_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161828839,1788161829733,14,TRAIN
SESSION_20260831_130655_4D60,SESSION_20260831_130655_4D60_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161829377,1788161830112,15,TRAIN
SESSION_20260831_130655_4D60,SESSION_20260831_130655_4D60_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161829741,1788161830441,16,TRAIN
SESSION_20260831_130655_4D60,SESSION_20260831_130655_4D60_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161830117,1788161830793,17,TRAIN
SESSION_20260831_130655_4D60,SESSION_20260831_130655_4D60_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161830445,1788161831165,18,TRAIN
SESSION_20260831_130655_4D60,SESSION_20260831_130655_4D60_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161830802,1788161831530,19,TRAIN
SESSION_20260831_130655_4D60,SESSION_20260831_130655_4D60_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161831181,1788161831896,20,TRAIN
SESSION_20260831_130655_4D60,SESSION_20260831_130655_4D60_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161831546,1788161832253,21,TRAIN
SESSION_20260831_130655_4D60,SESSION_20260831_130655_4D60_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161831897,1788161832629,22,TRAIN
SESSION_20260831_130655_4D60,SESSION_20260831_130655_4D60_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161832261,1788161832986,23,TRAIN
SESSION_20260831_130655_4D60,SESSION_20260831_130655_4D60_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161832637,1788161833334,24,TRAIN
SESSION_20260831_130655_4D60,SESSION_20260831_130655_4D60_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161832996,1788161833722,25,TRAIN
SESSION_20260831_130655_4D60,SESSION_20260831_130655_4D60_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161833350,1788161834082,26,TRAIN
SESSION_20260831_130655_4D60,SESSION_20260831_130655_4D60_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161833730,1788161834434,27,TRAIN
SESSION_20260831_130655_4D60,SESSION_20260831_130655_4D60_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161834086,1788161834774,28,TRAIN
SESSION_20260831_130655_4D60,SESSION_20260831_130655_4D60_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161834441,1788161835106,29,TRAIN
SESSION_20260831_130655_4D60,SESSION_20260831_130655_4D60_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161834782,1788161835471,30,TRAIN
SESSION_20260831_130655_4D60,SESSION_20260831_130655_4D60_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161835116,1788161835836,31,TRAIN
SESSION_20260831_130655_4D60,SESSION_20260831_130655_4D60_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161835486,1788161836203,32,TRAIN
SESSION_20260831_130655_4D60,SESSION_20260831_130655_4D60_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161835843,1788161836563,33,TRAIN
SESSION_20260831_130655_4D60,SESSION_20260831_130655_4D60_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161836206,1788161836939,34,TRAIN
SESSION_20260831_130655_4D60,SESSION_20260831_130655_4D60_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161836573,1788161837290,35,TRAIN
SESSION_20260831_130655_4D60,SESSION_20260831_130655_4D60_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161836943,1788161837647,36,TRAIN
SESSION_20260831_130655_4D60,SESSION_20260831_130655_4D60_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161837299,1788161838010,37,TRAIN
SESSION_20260831_130655_4D60,SESSION_20260831_130655_4D60_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161837658,1788161838377,38,TRAIN
SESSION_20260831_130655_4D60,SESSION_20260831_130655_4D60_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161838023,1788161838740,39,TRAIN
SESSION_20260831_130655_4D60,SESSION_20260831_130655_4D60_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161838382,1788161839094,40,TRAIN
SESSION_20260831_130655_4D60,SESSION_20260831_130655_4D60_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161838742,1788161839427,41,TRAIN
SESSION_20260831_130655_4D60,SESSION_20260831_130655_4D60_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161839098,1788161839752,42,TRAIN
SESSION_20260831_130655_4D60,SESSION_20260831_130655_4D60_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161839435,1788161840113,43,TRAIN
SESSION_20260831_130655_4D60,SESSION_20260831_130655_4D60_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161839760,1788161840472,44,TRAIN
SESSION_20260831_130655_4D60,SESSION_20260831_130655_4D60_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161840116,1788161840837,45,TRAIN
SESSION_20260831_130655_4D60,SESSION_20260831_130655_4D60_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161840480,1788161841200,46,TRAIN
SESSION_20260831_130655_4D60,SESSION_20260831_130655_4D60_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161840849,1788161841572,47,TRAIN
SESSION_20260831_130655_4D60,SESSION_20260831_130655_4D60_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161841214,1788161841920,48,TRAIN
SESSION_20260831_130655_4D60,SESSION_20260831_130655_4D60_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161841581,1788161842269,49,TRAIN
SESSION_20260831_130655_4D60,SESSION_20260831_130655_4D60_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161841931,1788161842620,50,TRAIN
SESSION_20260831_130655_4D60,SESSION_20260831_130655_4D60_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161842282,1788161842973,51,TRAIN
SESSION_20260831_130655_4D60,SESSION_20260831_130655_4D60_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161842625,1788161843321,52,TRAIN
SESSION_20260831_130655_4D60,SESSION_20260831_130655_4D60_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161842983,1788161843653,53,TRAIN
SESSION_20260831_130733_B21B,SESSION_20260831_130733_B21B_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161843906,1788161854133,0,TRAIN
SESSION_20260831_130733_B21B,SESSION_20260831_130733_B21B_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161853780,1788161854480,1,TRAIN
SESSION_20260831_130733_B21B,SESSION_20260831_130733_B21B_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161854136,1788161854821,2,TRAIN
SESSION_20260831_130733_B21B,SESSION_20260831_130733_B21B_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161854482,1788161855169,3,TRAIN
SESSION_20260831_130733_B21B,SESSION_20260831_130733_B21B_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161854831,1788161855522,4,TRAIN
SESSION_20260831_130733_B21B,SESSION_20260831_130733_B21B_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161855177,1788161855885,5,TRAIN
SESSION_20260831_130733_B21B,SESSION_20260831_130733_B21B_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161855529,1788161856238,6,TRAIN
SESSION_20260831_130733_B21B,SESSION_20260831_130733_B21B_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161855890,1788161856590,7,TRAIN
SESSION_20260831_130733_B21B,SESSION_20260831_130733_B21B_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161856250,1788161856949,8,TRAIN
SESSION_20260831_130733_B21B,SESSION_20260831_130733_B21B_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161856598,1788161857303,9,TRAIN
SESSION_20260831_130733_B21B,SESSION_20260831_130733_B21B_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161856951,1788161857659,10,TRAIN
SESSION_20260831_130733_B21B,SESSION_20260831_130733_B21B_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161857307,1788161858012,11,TRAIN
SESSION_20260831_130733_B21B,SESSION_20260831_130733_B21B_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161857670,1788161858370,12,TRAIN
SESSION_20260831_130733_B21B,SESSION_20260831_130733_B21B_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161858019,1788161858728,13,TRAIN
SESSION_20260831_130733_B21B,SESSION_20260831_130733_B21B_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161858372,1788161859073,14,TRAIN
SESSION_20260831_130733_B21B,SESSION_20260831_130733_B21B_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161858736,1788161859424,15,TRAIN
SESSION_20260831_130733_B21B,SESSION_20260831_130733_B21B_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161859080,1788161859789,16,TRAIN
SESSION_20260831_130733_B21B,SESSION_20260831_130733_B21B_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161859424,1788161860133,17,TRAIN
SESSION_20260831_130733_B21B,SESSION_20260831_130733_B21B_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161859793,1788161860480,18,TRAIN
SESSION_20260831_130733_B21B,SESSION_20260831_130733_B21B_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161860140,1788161860842,19,TRAIN
SESSION_20260831_130733_B21B,SESSION_20260831_130733_B21B_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161860491,1788161861185,20,TRAIN
SESSION_20260831_130733_B21B,SESSION_20260831_130733_B21B_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161860845,1788161861533,21,TRAIN
SESSION_20260831_130733_B21B,SESSION_20260831_130733_B21B_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161861192,1788161861881,22,TRAIN
SESSION_20260831_130733_B21B,SESSION_20260831_130733_B21B_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161861545,1788161862253,23,TRAIN
SESSION_20260831_130733_B21B,SESSION_20260831_130733_B21B_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161861893,1788161862594,24,TRAIN
SESSION_20260831_130733_B21B,SESSION_20260831_130733_B21B_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161862261,1788161862951,25,TRAIN
SESSION_20260831_130733_B21B,SESSION_20260831_130733_B21B_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161862601,1788161863298,26,TRAIN
SESSION_20260831_130733_B21B,SESSION_20260831_130733_B21B_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161862963,1788161863654,27,TRAIN
SESSION_20260831_130733_B21B,SESSION_20260831_130733_B21B_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161863306,1788161864000,28,TRAIN
SESSION_20260831_130733_B21B,SESSION_20260831_130733_B21B_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161863666,1788161864348,29,TRAIN
SESSION_20260831_130733_B21B,SESSION_20260831_130733_B21B_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161864003,1788161864701,30,TRAIN
SESSION_20260831_130733_B21B,SESSION_20260831_130733_B21B_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161864352,1788161865039,31,TRAIN
SESSION_20260831_130733_B21B,SESSION_20260831_130733_B21B_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161864703,1788161865387,32,TRAIN
SESSION_20260831_130733_B21B,SESSION_20260831_130733_B21B_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161865051,1788161865760,33,TRAIN
SESSION_20260831_130733_B21B,SESSION_20260831_130733_B21B_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161865401,1788161866108,34,TRAIN
SESSION_20260831_130733_B21B,SESSION_20260831_130733_B21B_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161865769,1788161866470,35,TRAIN
SESSION_20260831_130733_B21B,SESSION_20260831_130733_B21B_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161866120,1788161866812,36,TRAIN
SESSION_20260831_130733_B21B,SESSION_20260831_130733_B21B_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161866472,1788161867177,37,TRAIN
SESSION_20260831_130733_B21B,SESSION_20260831_130733_B21B_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161866823,1788161867525,38,TRAIN
SESSION_20260831_130733_B21B,SESSION_20260831_130733_B21B_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161867189,1788161867881,39,TRAIN
SESSION_20260831_130733_B21B,SESSION_20260831_130733_B21B_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161867540,1788161868240,40,TRAIN
SESSION_20260831_130733_B21B,SESSION_20260831_130733_B21B_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161867889,1788161868581,41,TRAIN
SESSION_20260831_130733_B21B,SESSION_20260831_130733_B21B_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161868245,1788161868934,42,TRAIN
SESSION_20260831_130733_B21B,SESSION_20260831_130733_B21B_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161868591,1788161869309,43,TRAIN
SESSION_20260831_130733_B21B,SESSION_20260831_130733_B21B_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161868945,1788161869650,44,TRAIN
SESSION_20260831_130733_B21B,SESSION_20260831_130733_B21B_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161869314,1788161870018,45,TRAIN
SESSION_20260831_130733_B21B,SESSION_20260831_130733_B21B_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161869659,1788161870380,46,TRAIN
SESSION_20260831_130733_B21B,SESSION_20260831_130733_B21B_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161870028,1788161870731,47,TRAIN
SESSION_20260831_130733_B21B,SESSION_20260831_130733_B21B_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161870382,1788161871088,48,TRAIN
SESSION_20260831_130733_B21B,SESSION_20260831_130733_B21B_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161870738,1788161871435,49,TRAIN
SESSION_20260831_130733_B21B,SESSION_20260831_130733_B21B_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161871097,1788161871785,50,TRAIN
SESSION_20260831_130733_B21B,SESSION_20260831_130733_B21B_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161871447,1788161872123,51,TRAIN
SESSION_20260831_130733_B21B,SESSION_20260831_130733_B21B_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161871787,1788161872500,52,TRAIN
SESSION_20260831_130733_B21B,SESSION_20260831_130733_B21B_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161872131,1788161872838,53,TRAIN
SESSION_20260831_130733_B21B,SESSION_20260831_130733_B21B_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161872503,1788161873192,54,TRAIN
SESSION_20260831_130733_B21B,SESSION_20260831_130733_B21B_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161872851,1788161873568,55,TRAIN
SESSION_20260831_130733_B21B,SESSION_20260831_130733_B21B_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161873200,1788161873920,56,TRAIN
SESSION_20260831_130733_B21B,SESSION_20260831_130733_B21B_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161873572,1788161874252,57,TRAIN
SESSION_20260831_130733_B21B,SESSION_20260831_130733_B21B_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161873923,1788161874609,58,TRAIN
SESSION_20260831_130733_B21B,SESSION_20260831_130733_B21B_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161874260,1788161874956,59,TRAIN
SESSION_20260831_130733_B21B,SESSION_20260831_130733_B21B_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161874620,1788161875305,60,TRAIN
SESSION_20260831_130733_B21B,SESSION_20260831_130733_B21B_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161874964,1788161875655,61,TRAIN
SESSION_20260831_130733_B21B,SESSION_20260831_130733_B21B_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161875309,1788161876024,62,TRAIN
SESSION_20260831_130733_B21B,SESSION_20260831_130733_B21B_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161875661,1788161876381,63,TRAIN
SESSION_20260831_130733_B21B,SESSION_20260831_130733_B21B_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161876026,1788161876745,64,TRAIN
SESSION_20260831_130733_B21B,SESSION_20260831_130733_B21B_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161876390,1788161877112,65,TRAIN
SESSION_20260831_130733_B21B,SESSION_20260831_130733_B21B_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161876759,1788161877450,66,TRAIN
SESSION_20260831_130733_B21B,SESSION_20260831_130733_B21B_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161877117,1788161877798,67,TRAIN
SESSION_20260831_130733_B21B,SESSION_20260831_130733_B21B_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161877462,1788161878131,68,TRAIN
SESSION_20260831_130733_B21B,SESSION_20260831_130733_B21B_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161877801,1788161878479,69,TRAIN
SESSION_20260831_130733_B21B,SESSION_20260831_130733_B21B_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161878142,1788161878835,70,TRAIN
SESSION_20260831_130733_B21B,SESSION_20260831_130733_B21B_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161878486,1788161879186,71,TRAIN
SESSION_20260831_130733_B21B,SESSION_20260831_130733_B21B_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161878846,1788161879533,72,TRAIN
SESSION_20260831_130733_B21B,SESSION_20260831_130733_B21B_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161879192,1788161879899,73,TRAIN
SESSION_20260831_130733_B21B,SESSION_20260831_130733_B21B_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161879541,1788161880236,74,TRAIN
SESSION_20260831_130733_B21B,SESSION_20260831_130733_B21B_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161879902,1788161880600,75,TRAIN
SESSION_20260831_130733_B21B,SESSION_20260831_130733_B21B_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161880249,1788161880952,76,TRAIN
SESSION_20260831_130733_B21B,SESSION_20260831_130733_B21B_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161880608,1788161881305,77,TRAIN
SESSION_20260831_130733_B21B,SESSION_20260831_130733_B21B_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161880953,1788161881661,78,TRAIN
SESSION_20260831_130733_B21B,SESSION_20260831_130733_B21B_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161881318,1788161882009,79,TRAIN
SESSION_20260831_130733_B21B,SESSION_20260831_130733_B21B_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161881669,1788161882358,80,TRAIN
SESSION_20260831_130733_B21B,SESSION_20260831_130733_B21B_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161882020,1788161882741,81,TRAIN
SESSION_20260831_130733_B21B,SESSION_20260831_130733_B21B_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161882372,1788161883087,82,TRAIN
SESSION_20260831_130733_B21B,SESSION_20260831_130733_B21B_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161882746,1788161883440,83,TRAIN
SESSION_20260831_130733_B21B,SESSION_20260831_130733_B21B_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161883094,1788161883810,84,TRAIN
SESSION_20260831_130733_B21B,SESSION_20260831_130733_B21B_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161883443,1788161884160,85,TRAIN
SESSION_20260831_130733_B21B,SESSION_20260831_130733_B21B_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161883817,1788161884508,86,TRAIN
SESSION_20260831_130733_B21B,SESSION_20260831_130733_B21B_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161884164,1788161884852,87,TRAIN
SESSION_20260831_130733_B21B,SESSION_20260831_130733_B21B_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161884512,1788161885209,88,TRAIN
SESSION_20260831_130733_B21B,SESSION_20260831_130733_B21B_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161884860,1788161885560,89,TRAIN
SESSION_20260831_130733_B21B,SESSION_20260831_130733_B21B_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161885216,1788161885910,90,TRAIN
SESSION_20260831_130733_B21B,SESSION_20260831_130733_B21B_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161885564,1788161886262,91,TRAIN
SESSION_20260831_130733_B21B,SESSION_20260831_130733_B21B_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161885912,1788161886628,92,TRAIN
SESSION_20260831_130733_B21B,SESSION_20260831_130733_B21B_MOBILE.csv,PHONE,SITTING,9,NORMAL,0,1788161886269,1788161886981,93,TRAIN
