device,filename,session_id,activity,fall_binary,split,rows,duration,first_timestamp,last_timestamp
WATCH,SESSION_20260831_171909_4363_WATCH.csv,SESSION_20260831_171909_4363,STANDING,NORMAL,TRAIN,5463,36.494,1788176949355,1788176985849
WATCH,SESSION_20260831_172356_AD7C_WATCH.csv,SESSION_20260831_172356_AD7C,STANDING,NORMAL,TRAIN,4629,30.901,1788177236076,1788177266977
WATCH,SESSION_20260831_172608_5B78_WATCH.csv,SESSION_20260831_172608_5B78,WALKING,NORMAL,TRAIN,5558,37.127,1788177368449,1788177405576
WATCH,SESSION_20260831_172742_EC4F_WATCH.csv,SESSION_20260831_172742_EC4F,WALKING,NORMAL,TRAIN,3360,22.442,1788177462084,1788177484526
WATCH,SESSION_20260831_172818_D500_WATCH.csv,SESSION_20260831_172818_D500,WALKING,NORMAL,TRAIN,3770,24.666,1788177499353,1788177524019
WATCH,SESSION_20260831_172925_A2DE_WATCH.csv,SESSION_20260831_172925_A2DE,WALKING,NORMAL,TRAIN,5064,33.824,1788177564857,1788177598681
WATCH,SESSION_20260831_173011_993C_WATCH.csv,SESSION_20260831_173011_993C,WALKING,NORMAL,TRAIN,4533,30.277,1788177611550,1788177641827
WATCH,SESSION_20260831_173055_5498_WATCH.csv,SESSION_20260831_173055_5498,WALKING,NORMAL,TRAIN,3495,23.341,1788177655681,1788177679022
WATCH,SESSION_20260831_173126_6EC4_WATCH.csv,SESSION_20260831_173126_6EC4,WALKING,NORMAL,TRAIN,4335,28.956,1788177686917,1788177715873
WATCH,SESSION_20260831_173158_6335_WATCH.csv,SESSION_20260831_173158_6335,WALKING,NORMAL,TRAIN,4164,27.815,1788177718916,1788177746731
WATCH,SESSION_20260831_173238_97EA_WATCH.csv,SESSION_20260831_173238_97EA,WALKING,NORMAL,TRAIN,4435,29.649,1788177758276,1788177787925
WATCH,SESSION_20260831_173312_A01F_WATCH.csv,SESSION_20260831_173312_A01F,WALKING,NORMAL,TRAIN,4560,30.467,1788177792372,1788177822839
WATCH,SESSION_20260831_173437_76EF_WATCH.csv,SESSION_20260831_173437_76EF,WALKING,NORMAL,TRAIN,3063,20.243,1788177878035,1788177898278
WATCH,SESSION_20260831_173529_6FDA_WATCH.csv,SESSION_20260831_173529_6FDA,WALKING,NORMAL,TRAIN,4358,29.116,1788177929202,1788177958318
WATCH,SESSION_20260831_173602_2220_WATCH.csv,SESSION_20260831_173602_2220,WALKING,NORMAL,TRAIN,5364,35.799,1788177962990,1788177998789
WATCH,SESSION_20260831_173653_8267_WATCH.csv,SESSION_20260831_173653_8267,WALKING,NORMAL,TRAIN,4125,27.56,1788178013448,1788178041008
WATCH,SESSION_20260831_173759_42E9_WATCH.csv,SESSION_20260831_173759_42E9,WALKING,NORMAL,TRAIN,4407,29.45,1788178078422,1788178107872
WATCH,SESSION_20260831_173836_E760_WATCH.csv,SESSION_20260831_173836_E760,WALKING,NORMAL,TRAIN,4649,31.082,1788178116071,1788178147153
WATCH,SESSION_20260831_173948_2EFE_WATCH.csv,SESSION_20260831_173948_2EFE,RUNNING,NORMAL,TRAIN,3465,23.151,1788178188355,1788178211506
WATCH,SESSION_20260831_174019_CCFC_WATCH.csv,SESSION_20260831_174019_CCFC,RUNNING,NORMAL,TRAIN,3541,23.302,1788178219501,1788178242803
WATCH,SESSION_20260831_174810_FB21_WATCH.csv,SESSION_20260831_174810_FB21,RUNNING,NORMAL,TRAIN,4359,29.107,1788178690457,1788178719564
WATCH,SESSION_20260831_174908_83BF_WATCH.csv,SESSION_20260831_174908_83BF,RUNNING,NORMAL,TRAIN,3315,22.134,1788178748488,1788178770622
WATCH,SESSION_20260831_175103_BD56_WATCH.csv,SESSION_20260831_175103_BD56,RUNNING,NORMAL,TRAIN,4143,27.666,1788178863527,1788178891193
WATCH,SESSION_20260831_175147_6548_WATCH.csv,SESSION_20260831_175147_6548,RUNNING,NORMAL,TRAIN,5028,33.583,1788178907176,1788178940759
WATCH,SESSION_20260831_175235_70F6_WATCH.csv,SESSION_20260831_175235_70F6,RUNNING,NORMAL,TRAIN,4536,30.298,1788178955761,1788178986059
WATCH,SESSION_20260831_175423_7BD4_WATCH.csv,SESSION_20260831_175423_7BD4,RUNNING,NORMAL,TRAIN,5491,36.706,1788179063277,1788179099983
WATCH,SESSION_20260831_175512_AB17_WATCH.csv,SESSION_20260831_175512_AB17,RUNNING,NORMAL,TRAIN,5010,33.473,1788179112369,1788179145842
WATCH,SESSION_20260831_175637_A348_WATCH.csv,SESSION_20260831_175637_A348,RUNNING,NORMAL,TRAIN,6587,52.86,1788179197181,1788179250041
WATCH,SESSION_20260831_175834_C5EB_WATCH.csv,SESSION_20260831_175834_C5EB,RUNNING,NORMAL,TRAIN,6034,43.859,1788179314443,1788179358302
WATCH,SESSION_20260831_180150_82B1_WATCH.csv,SESSION_20260831_180150_82B1,RUNNING,NORMAL,TRAIN,2163,14.433,1788179510493,1788179524926
WATCH,SESSION_20260831_180223_B897_WATCH.csv,SESSION_20260831_180223_B897,RUNNING,NORMAL,TRAIN,3747,25.022,1788179543554,1788179568576
WATCH,SESSION_20260831_181754_ADAA_WATCH.csv,SESSION_20260831_181754_ADAA,LYING_DOWN,NORMAL,TRAIN,8394,56.093,1788180474044,1788180530137
WATCH,SESSION_20260831_181908_5D62_WATCH.csv,SESSION_20260831_181908_5D62,LYING_DOWN,NORMAL,TRAIN,6153,41.104,1788180548406,1788180589510
WATCH,SESSION_20260831_182016_B2A2_WATCH.csv,SESSION_20260831_182016_B2A2,LYING_DOWN,NORMAL,TRAIN,5631,37.612,1788180616755,1788180654367
WATCH,SESSION_20260831_183247_BA48_WATCH.csv,SESSION_20260831_183247_BA48,LYING_DOWN,NORMAL,TRAIN,7494,50.049,1788181367898,1788181417947
WATCH,SESSION_20260831_183346_8A57_WATCH.csv,SESSION_20260831_183346_8A57,LYING_DOWN,NORMAL,TRAIN,6671,44.573,1788181426233,1788181470806
WATCH,SESSION_20260831_183444_5C35_WATCH.csv,SESSION_20260831_183444_5C35,LYING_DOWN,NORMAL,TRAIN,5390,36.015,1788181484315,1788181520330
WATCH,SESSION_20260831_183631_A4F6_WATCH.csv,SESSION_20260831_183631_A4F6,LYING_DOWN,NORMAL,TRAIN,7020,46.916,1788181591157,1788181638073
WATCH,SESSION_20260831_183945_DF57_WATCH.csv,SESSION_20260831_183945_DF57,JUMPING,NORMAL,TRAIN,1671,11.147,1788181785855,1788181797002
WATCH,SESSION_20260831_184006_7A09_WATCH.csv,SESSION_20260831_184006_7A09,JUMPING,NORMAL,TRAIN,1568,10.469,1788181806396,1788181816865
WATCH,SESSION_20260831_184042_4EAB_WATCH.csv,SESSION_20260831_184042_4EAB,JUMPING,NORMAL,TRAIN,1756,11.729,1788181842093,1788181853822
WATCH,SESSION_20260831_184103_31CF_WATCH.csv,SESSION_20260831_184103_31CF,JUMPING,NORMAL,TRAIN,1860,12.411,1788181863992,1788181876403
WATCH,SESSION_20260831_184122_7DB9_WATCH.csv,SESSION_20260831_184122_7DB9,JUMPING,NORMAL,TRAIN,2037,13.604,1788181881756,1788181895360
WATCH,SESSION_20260831_184143_D6B4_WATCH.csv,SESSION_20260831_184143_D6B4,JUMPING,NORMAL,TRAIN,1816,12.138,1788181903393,1788181915531
WATCH,SESSION_20260831_184201_9924_WATCH.csv,SESSION_20260831_184201_9924,JUMPING,NORMAL,TRAIN,1902,12.7,1788181921579,1788181934279
WATCH,SESSION_20260831_184237_E6D6_WATCH.csv,SESSION_20260831_184237_E6D6,JUMPING,NORMAL,TRAIN,2053,13.714,1788181957372,1788181971086
WATCH,SESSION_20260831_184408_0CDA_WATCH.csv,SESSION_20260831_184408_0CDA,JUMPING,NORMAL,TRAIN,2217,14.8,1788182047856,1788182062656
WATCH,SESSION_20260831_184427_ECA5_WATCH.csv,SESSION_20260831_184427_ECA5,JUMPING,NORMAL,TRAIN,1734,11.571,1788182067623,1788182079194
WATCH,SESSION_20260831_184445_32CC_WATCH.csv,SESSION_20260831_184445_32CC,JUMPING,NORMAL,TRAIN,2313,15.439,1788182085099,1788182100538
WATCH,SESSION_20260831_184523_0FFF_WATCH.csv,SESSION_20260831_184523_0FFF,JUMPING,NORMAL,TRAIN,2064,13.775,1788182123699,1788182137474
WATCH,SESSION_20260831_184542_5360_WATCH.csv,SESSION_20260831_184542_5360,JUMPING,NORMAL,TRAIN,1824,12.037,1788182142569,1788182154606
WATCH,SESSION_20260831_184559_71DB_WATCH.csv,SESSION_20260831_184559_71DB,JUMPING,NORMAL,TRAIN,1896,12.656,1788182159217,1788182171873
WATCH,SESSION_20260831_184649_0CC5_WATCH.csv,SESSION_20260831_184649_0CC5,SIT_DOWN,NORMAL,TRAIN,525,3.487,1788182209377,1788182212864
WATCH,SESSION_20260831_184658_F22A_WATCH.csv,SESSION_20260831_184658_F22A,SIT_DOWN,NORMAL,TRAIN,654,4.35,1788182218236,1788182222586
WATCH,SESSION_20260831_184732_B0F8_WATCH.csv,SESSION_20260831_184732_B0F8,SIT_DOWN,NORMAL,TRAIN,816,5.433,1788182252124,1788182257557
WATCH,SESSION_20260831_185318_27B2_WATCH.csv,SESSION_20260831_185318_27B2,SIT_DOWN,NORMAL,TRAIN,609,4.046,1788182598094,1788182602140
WATCH,SESSION_20260831_185356_5D86_WATCH.csv,SESSION_20260831_185356_5D86,SIT_DOWN,NORMAL,TRAIN,685,4.568,1788182636733,1788182641301
WATCH,SESSION_20260831_185403_440B_WATCH.csv,SESSION_20260831_185403_440B,SIT_DOWN,NORMAL,TRAIN,734,4.888,1788182643821,1788182648709
WATCH,SESSION_20260831_185421_32CF_WATCH.csv,SESSION_20260831_185421_32CF,SIT_DOWN,NORMAL,TRAIN,632,4.225,1788182661365,1788182665590
WATCH,SESSION_20260831_185442_7228_WATCH.csv,SESSION_20260831_185442_7228,SIT_DOWN,NORMAL,TRAIN,1262,8.402,1788182682989,1788182691391
WATCH,SESSION_20260831_185458_FA00_WATCH.csv,SESSION_20260831_185458_FA00,SIT_DOWN,NORMAL,TRAIN,1079,7.193,1788182697950,1788182705143
WATCH,SESSION_20260831_185924_B416_WATCH.csv,SESSION_20260831_185924_B416,SIT_DOWN,NORMAL,TRAIN,1167,7.772,1788182965013,1788182972785
WATCH,SESSION_20260831_190029_489A_WATCH.csv,SESSION_20260831_190029_489A,STAND_UP,NORMAL,TRAIN,789,5.252,1788183029538,1788183034790
WATCH,SESSION_20260831_190038_3ACC_WATCH.csv,SESSION_20260831_190038_3ACC,STAND_UP,NORMAL,TRAIN,775,5.017,1788183039178,1788183044195
WATCH,SESSION_20260831_190050_0EEF_WATCH.csv,SESSION_20260831_190050_0EEF,STAND_UP,NORMAL,TRAIN,840,5.591,1788183050052,1788183055643
WATCH,SESSION_20260831_190232_89EC_WATCH.csv,SESSION_20260831_190232_89EC,STAND_UP,NORMAL,TRAIN,778,5.193,1788183152515,1788183157708
WATCH,SESSION_20260831_190253_E408_WATCH.csv,SESSION_20260831_190253_E408,STAND_UP,NORMAL,TRAIN,675,4.49,1788183173405,1788183177895
WATCH,SESSION_20260831_190320_30FA_WATCH.csv,SESSION_20260831_190320_30FA,STAND_UP,NORMAL,TRAIN,703,4.69,1788183200517,1788183205207
WATCH,SESSION_20260831_190340_29E7_WATCH.csv,SESSION_20260831_190340_29E7,STAND_UP,NORMAL,TRAIN,745,4.972,1788183220246,1788183225218
WATCH,SESSION_20260831_190350_DD94_WATCH.csv,SESSION_20260831_190350_DD94,STAND_UP,NORMAL,TRAIN,663,4.412,1788183230100,1788183234512
WATCH,SESSION_20260831_190358_1086_WATCH.csv,SESSION_20260831_190358_1086,STAND_UP,NORMAL,TRAIN,921,6.134,1788183238735,1788183244869
WATCH,SESSION_20260831_190414_8F50_WATCH.csv,SESSION_20260831_190414_8F50,STAND_UP,NORMAL,TRAIN,597,3.968,1788183254578,1788183258546
WATCH,SESSION_20260831_190454_FB67_WATCH.csv,SESSION_20260831_190454_FB67,STAND_UP,NORMAL,TRAIN,1158,7.716,1788183294424,1788183302140
WATCH,SESSION_20260831_190509_9CC0_WATCH.csv,SESSION_20260831_190509_9CC0,STAND_UP,NORMAL,TRAIN,1080,7.195,1788183309607,1788183316802
WATCH,SESSION_20260831_190525_4D37_WATCH.csv,SESSION_20260831_190525_4D37,STAND_UP,NORMAL,TRAIN,821,5.473,1788183325215,1788183330688
WATCH,SESSION_20260831_190536_25B8_WATCH.csv,SESSION_20260831_190536_25B8,STAND_UP,NORMAL,TRAIN,1002,6.557,1788183336393,1788183342950
WATCH,SESSION_20260831_190550_4289_WATCH.csv,SESSION_20260831_190550_4289,STAND_UP,NORMAL,TRAIN,771,5.132,1788183349890,1788183355022
WATCH,SESSION_20260831_190600_DF3E_WATCH.csv,SESSION_20260831_190600_DF3E,STAND_UP,NORMAL,TRAIN,1047,6.973,1788183359731,1788183366704
WATCH,SESSION_20260831_190647_8CEF_WATCH.csv,SESSION_20260831_190647_8CEF,PICKING_UP_OBJECT,NORMAL,TRAIN,990,6.598,1788183407234,1788183413832
WATCH,SESSION_20260831_190706_40C5_WATCH.csv,SESSION_20260831_190706_40C5,PICKING_UP_OBJECT,NORMAL,TRAIN,824,5.492,1788183426250,1788183431742
WATCH,SESSION_20260831_190735_20D6_WATCH.csv,SESSION_20260831_190735_20D6,PICKING_UP_OBJECT,NORMAL,TRAIN,691,4.611,1788183455139,1788183459750
WATCH,SESSION_20260831_190747_F5A0_WATCH.csv,SESSION_20260831_190747_F5A0,PICKING_UP_OBJECT,NORMAL,TRAIN,765,5.092,1788183467092,1788183472184
WATCH,SESSION_20260831_190800_34FE_WATCH.csv,SESSION_20260831_190800_34FE,PICKING_UP_OBJECT,NORMAL,TRAIN,780,5.194,1788183480199,1788183485393
WATCH,SESSION_20260831_190811_174E_WATCH.csv,SESSION_20260831_190811_174E,PICKING_UP_OBJECT,NORMAL,TRAIN,590,3.93,1788183490868,1788183494798
WATCH,SESSION_20260831_190818_EB9D_WATCH.csv,SESSION_20260831_190818_EB9D,PICKING_UP_OBJECT,NORMAL,TRAIN,1152,7.68,1788183498240,1788183505920
WATCH,SESSION_20260831_190828_AE53_WATCH.csv,SESSION_20260831_190828_AE53,PICKING_UP_OBJECT,NORMAL,TRAIN,630,4.19,1788183508201,1788183512391
WATCH,SESSION_20260831_202723_0B37_WATCH.csv,SESSION_20260831_202723_0B37,FALL_FORWARD,FALL,TRAIN,4175,27.883,1788188243765,1788188271648
WATCH,SESSION_20260831_202815_5F50_WATCH.csv,SESSION_20260831_202815_5F50,FALL_FORWARD,FALL,TRAIN,5273,35.241,1788188294814,1788188330055
WATCH,SESSION_20260831_202911_51E2_WATCH.csv,SESSION_20260831_202911_51E2,FALL_FORWARD,FALL,TRAIN,4079,27.253,1788188350532,1788188377785
WATCH,SESSION_20260831_202954_9AEA_WATCH.csv,SESSION_20260831_202954_9AEA,FALL_FORWARD,FALL,TRAIN,5457,36.447,1788188393981,1788188430428
WATCH,SESSION_20260831_223656_CD93_WATCH.csv,SESSION_20260831_223656_CD93,FALL_FORWARD,FALL,TRAIN,4134,27.589,1788196016810,1788196044399
WATCH,SESSION_20260831_223847_A6A4_WATCH.csv,SESSION_20260831_223847_A6A4,FALL_FORWARD,FALL,TRAIN,3458,23.088,1788196127475,1788196150563
WATCH,SESSION_20260831_223951_D9EB_WATCH.csv,SESSION_20260831_223951_D9EB,FALL_FORWARD,FALL,TRAIN,6006,40.106,1788196190768,1788196230874
WATCH,SESSION_20260831_224153_F957_WATCH.csv,SESSION_20260831_224153_F957,FALL_FORWARD,FALL,TRAIN,5232,34.944,1788196313047,1788196347991
WATCH,SESSION_20260831_224340_5B49_WATCH.csv,SESSION_20260831_224340_5B49,FALL_FORWARD,FALL,TRAIN,4482,29.935,1788196420033,1788196449968
WATCH,SESSION_20260831_224430_A114_WATCH.csv,SESSION_20260831_224430_A114,FALL_FORWARD,FALL,TRAIN,3398,22.696,1788196470813,1788196493509
WATCH,SESSION_20260831_225518_CDCA_WATCH.csv,SESSION_20260831_225518_CDCA,FALL_FORWARD,FALL,TRAIN,3552,23.728,1788197118455,1788197142183
WATCH,SESSION_20260831_225556_3FED_WATCH.csv,SESSION_20260831_225556_3FED,FALL_FORWARD,FALL,TRAIN,5801,38.774,1788197155334,1788197194108
WATCH,SESSION_20260831_225646_20C0_WATCH.csv,SESSION_20260831_225646_20C0,FALL_FORWARD,FALL,TRAIN,3777,25.239,1788197206383,1788197231622
WATCH,SESSION_20260831_225730_79DD_WATCH.csv,SESSION_20260831_225730_79DD,FALL_FORWARD,FALL,TRAIN,4279,28.615,1788197249580,1788197278195
WATCH,SESSION_20260831_225815_5041_WATCH.csv,SESSION_20260831_225815_5041,FALL_FORWARD,FALL,TRAIN,3660,24.456,1788197295166,1788197319622
WATCH,SESSION_20260831_230213_4632_WATCH.csv,SESSION_20260831_230213_4632,FALL_FORWARD,FALL,TRAIN,5771,38.568,1788197533652,1788197572220
WATCH,SESSION_20260831_230654_9B27_WATCH.csv,SESSION_20260831_230654_9B27,FALL_FORWARD,FALL,TRAIN,7160,47.841,1788197814700,1788197862541
WATCH,SESSION_20260831_230903_3C1A_WATCH.csv,SESSION_20260831_230903_3C1A,FALL_FORWARD,FALL,TRAIN,342,2.265,1788197943283,1788197945548
WATCH,SESSION_20260831_231226_5815_WATCH.csv,SESSION_20260831_231226_5815,FALL_FORWARD,FALL,TRAIN,5223,34.888,1788198147002,1788198181890
WATCH,SESSION_20260831_231517_49B6_WATCH.csv,SESSION_20260831_231517_49B6,FALL_FORWARD,FALL,TRAIN,5723,38.24,1788198316241,1788198354481
WATCH,SESSION_20260831_231627_7069_WATCH.csv,SESSION_20260831_231627_7069,FALL_FORWARD,FALL,TRAIN,6898,46.099,1788198387792,1788198433891
WATCH,SESSION_20260831_232010_2690_WATCH.csv,SESSION_20260831_232010_2690,FALL_FORWARD,FALL,TRAIN,6357,42.476,1788198610717,1788198653193
WATCH,SESSION_20260831_232623_23E5_WATCH.csv,SESSION_20260831_232623_23E5,FALL_FORWARD,FALL,TRAIN,8448,56.419,1788198983759,1788199040178
WATCH,SESSION_20260831_232938_7658_WATCH.csv,SESSION_20260831_232938_7658,FALL_FORWARD,FALL,TRAIN,18685,124.882,1788199178995,1788199303877
WATCH,SESSION_20260831_233508_66BE_WATCH.csv,SESSION_20260831_233508_66BE,FALL_FORWARD,FALL,TRAIN,11899,79.539,1788199508975,1788199588514
WATCH,SESSION_20260831_234508_2E3D_WATCH.csv,SESSION_20260831_234508_2E3D,FALL_BACKWARD,FALL,TRAIN,5001,33.391,1788200108192,1788200141583
WATCH,SESSION_20260831_234547_7934_WATCH.csv,SESSION_20260831_234547_7934,FALL_BACKWARD,FALL,TRAIN,5436,36.322,1788200147826,1788200184148
WATCH,SESSION_20260831_234638_88CE_WATCH.csv,SESSION_20260831_234638_88CE,FALL_BACKWARD,FALL,TRAIN,4134,27.603,1788200198829,1788200226432
WATCH,SESSION_20260831_235123_1190_WATCH.csv,SESSION_20260831_235123_1190,FALL_BACKWARD,FALL,TRAIN,4761,31.778,1788200483032,1788200514810
WATCH,SESSION_20260831_235217_5553_WATCH.csv,SESSION_20260831_235217_5553,FALL_BACKWARD,FALL,TRAIN,5748,38.37,1788200538009,1788200576379
WATCH,SESSION_20260831_235516_43EF_WATCH.csv,SESSION_20260831_235516_43EF,FALL_BACKWARD,FALL,TRAIN,3525,23.53,1788200716524,1788200740054
WATCH,SESSION_20260831_235611_88DB_WATCH.csv,SESSION_20260831_235611_88DB,FALL_LEFT,FALL,TRAIN,2234,14.906,1788200771394,1788200786300
WATCH,SESSION_20260831_235632_B781_WATCH.csv,SESSION_20260831_235632_B781,FALL_LEFT,FALL,TRAIN,3330,22.033,1788200793151,1788200815184
WATCH,SESSION_20260831_235703_14FA_WATCH.csv,SESSION_20260831_235703_14FA,FALL_LEFT,FALL,TRAIN,2361,15.747,1788200823724,1788200839471
WATCH,SESSION_20260831_235736_E369_WATCH.csv,SESSION_20260831_235736_E369,FALL_LEFT,FALL,TRAIN,4090,27.313,1788200856730,1788200884043
WATCH,SESSION_20260831_235815_07F5_WATCH.csv,SESSION_20260831_235815_07F5,FALL_LEFT,FALL,TRAIN,3822,25.212,1788200896011,1788200921223
WATCH,SESSION_20260831_235915_9E04_WATCH.csv,SESSION_20260831_235915_9E04,FALL_LEFT,FALL,TRAIN,5151,34.426,1788200955258,1788200989684
WATCH,SESSION_20260831_235958_1EA4_WATCH.csv,SESSION_20260831_235958_1EA4,FALL_LEFT,FALL,TRAIN,5951,39.772,1788200998262,1788201038034
WATCH,SESSION_20260901_000047_CDCE_WATCH.csv,SESSION_20260901_000047_CDCE,FALL_LEFT,FALL,TRAIN,5165,34.513,1788201046848,1788201081361
WATCH,SESSION_20260901_000346_F56E_WATCH.csv,SESSION_20260901_000346_F56E,FALL_LEFT,FALL,TRAIN,2421,16.161,1788201226736,1788201242897
WATCH,SESSION_20260901_000456_B083_WATCH.csv,SESSION_20260901_000456_B083,FALL_LEFT,FALL,TRAIN,9655,66.68,1788201297016,1788201363696
WATCH,SESSION_20260901_000658_F11B_WATCH.csv,SESSION_20260901_000658_F11B,FALL_LEFT,FALL,TRAIN,2937,82.801,1788201418414,1788201501215
WATCH,SESSION_20260901_001014_46EA_WATCH.csv,SESSION_20260901_001014_46EA,FALL_LEFT,FALL,TRAIN,9242,61.751,1788201613865,1788201675616
WATCH,SESSION_20260901_001400_A924_WATCH.csv,SESSION_20260901_001400_A924,FALL_LEFT,FALL,TRAIN,7360,49.193,1788201840513,1788201889706
WATCH,SESSION_20260901_001721_C425_WATCH.csv,SESSION_20260901_001721_C425,FALL_LEFT,FALL,TRAIN,1835,12.244,1788202041691,1788202053935
WATCH,SESSION_20260901_001825_C01A_WATCH.csv,SESSION_20260901_001825_C01A,FALL_LEFT,FALL,TRAIN,10011,66.881,1788202105035,1788202171916
WATCH,SESSION_20260901_002244_614C_WATCH.csv,SESSION_20260901_002244_614C,FALL_LEFT,FALL,TRAIN,3672,24.528,1788202364215,1788202388743
WATCH,SESSION_20260901_002355_448D_WATCH.csv,SESSION_20260901_002355_448D,FALL_LEFT,FALL,TRAIN,5335,35.659,1788202434952,1788202470611
WATCH,SESSION_20260901_002451_78ED_WATCH.csv,SESSION_20260901_002451_78ED,FALL_LEFT,FALL,TRAIN,6398,42.77,1788202491092,1788202533862
WATCH,SESSION_20260901_002624_BDCF_WATCH.csv,SESSION_20260901_002624_BDCF,FALL_RIGHT,FALL,TRAIN,2205,14.722,1788202584794,1788202599516
WATCH,SESSION_20260901_002641_B559_WATCH.csv,SESSION_20260901_002641_B559,FALL_RIGHT,FALL,TRAIN,618,4.111,1788202601438,1788202605549
